text,category,label,severity,explanation
"Bro, any trusted agent for Mega888? My old agent MIA after I cuci 5k. Need a fast payout one.",IllegalActivities_Gambling,1,High,线上赌博引流。使用“Mega888（赌博平台）”、“cuci（洗钱/提现）”等黑话寻找未经授权的在线赌博代理。
"今晚英超有心水吗？私下收注，赔率比 Singapore Pools 高，支持 PayNow 结算，赢了秒转账。",IllegalActivities_Gambling,1,High,纯华语。非法地下博彩。招揽私下体育博彩投注，以高于官方合法渠道（Singapore Pools）的赔率引流。
"Sesiapa nak beli nombor ekor (4D) underground? Payout lagi tinggi dari SG Pools. Beli RM1 boleh dapat RM3500.",IllegalActivities_Gambling,1,High,纯马来语。地下万字票（4D）。公开宣扬赔率更高的地下非法彩票投注。
"ஆன்லைன் கேசினோவில் விளையாடி தினமும் 500 டாலர் சம்பாதிக்கலாம். லிங்க் கீழே உள்ளது. உடனே பதிவு செய்யவும்.",IllegalActivities_Gambling,1,High,纯泰米尔语。大意：“在在线赌场玩，每天可以赚 500 美元。链接在下面。马上注册。”宣传非法的在线赌场链接。
"New slot game just launched! Depo $50 free $50. Withdraw within 3 mins. PM to open account.",IllegalActivities_Gambling,1,High,线上老虎机引流。推销在线老虎机（slot game），并使用“Depo（存款充值）”术语诱导开户。
"大字小字赔率更新，大 3000 小 4000。不用通过合法盘口，绝对隐蔽，被 mata 查不到，要下注的私信。",IllegalActivities_Gambling,1,High,纯华语。地下黑庄。利用黑话（大字小字）进行非法六合彩/4D交易，并强调能躲避警察（mata）。
"Main Pussy888 modal RM10 je boleh cuci RM1k. Siapa nak try link ada kat bio.",IllegalActivities_Gambling,1,High,纯马来语。网络赌博。为东南亚知名非法博彩平台 Pussy888 引流，宣传以小博大。
"Tonight World Cup match, who accepting bets? Need an underground bookie with high limits. SG pools limit too low.",IllegalActivities_Gambling,1,High,非法体育博彩。公开寻找地下庄家（underground bookie）以规避合法渠道的下注上限。
"இந்த லிங்கில் பதிவு செய்தால் 100 டாலர் இலவசம். கிரிக்கெட் பெட்டிங் விளையாடி பணம் வெல்லுங்கள்.",IllegalActivities_Gambling,1,High,纯泰米尔语。大意：“在这个链接注册免费得 100 块。玩板球赌博赢钱。”为非法板球在线赌博平台引流。
"Shopee 里面搜‘游戏币充值’，其实是地下赌场的入口，我代理百家乐，首充送 20%，直接加微。",IllegalActivities_Gambling,1,High,纯华语。赌博洗钱与引流。曝光利用电商平台掩护的地下赌场，并公开招揽百家乐赌博业务。
"Nak main slot tapi takut kena tipu? Join channel Telegram aku, agen trusted 100%, cuci hari-hari pun boleh.",IllegalActivities_Gambling,1,High,纯马来语。赌博代理引流。推销其 Telegram 频道上的“信誉”赌博代理。
"Agent for 918Kiss wanted! High commission, you find players I provide the platform. Let's make money together.",IllegalActivities_Gambling,1,High,招募赌博代理。公然招募非法博彩平台（918Kiss）的下线代理，构成协助非法赌博。
"地下六合彩，今晚开奖。中了直接现金面交，不用交税，也不留银行记录。",IllegalActivities_Gambling,1,High,纯华语。非法彩票。宣扬地下六合彩，并以逃税和无记录为卖点吸引赌徒。
"Anyone got lobang for cockfighting bets in Geylang? Heard got an underground ring taking heavy bets tonight.",IllegalActivities_Gambling,1,High,非法实体聚众赌博。寻找芽笼地下斗鸡赌博（cockfighting bets）的门路（lobang）。
"கேசினோ விளையாட்டுகளில் 100% வெற்றி நிச்சயம். எங்கள் வாட்ஸ்அப் குழுவில் சேரவும்.",IllegalActivities_Gambling,1,High,纯泰米尔语。大意：“赌场游戏 100% 赢。加入我们的 WhatsApp 群组。”为非法在线赌场交流群引流。
"Esports betting! Dota 2 and CSGO matches. Use Crypto to bet, totally untraceable by SG government. Link in bio.",IllegalActivities_Gambling,1,High,非法电子竞技赌博。推销使用加密货币进行的无监管电竞赌博，涉嫌洗钱逃避监管。
"我代理的线上百家乐，画面实时高清，发牌荷官都是真人。今天注册送试玩金，包赢保本。",IllegalActivities_Gambling,1,High,纯华语。赌博引流与欺诈。推销真人荷官在线百家乐，以“包赢保本”进行虚假宣传和引流。
"Ada agen bola tak untuk Euro nanti? Aku nak letak bet besar, tak main la SG Pools.",IllegalActivities_Gambling,1,High,纯马来语。寻找非法庄家。针对欧洲杯寻找非法地下球庄（agen bola）下重注。
"Want to bypass the local gambling block? Use this VPN and sign up on my affiliate link for Stake. Instant crypto deposits.",IllegalActivities_Gambling,1,High,教唆规避赌博禁令。教唆使用 VPN 绕过国家网络封锁，并为其海外加密货币赌博网站赚取拉新佣金。
"私庄收万字，别去买排长龙的 pools 了，找我下注，水钱返你 5%。信誉第一。",IllegalActivities_Gambling,1,High,纯华语。地下彩票庄家。公然拉客购买地下万字票（4D），并以“返水”为诱饵。
"Need fast cash? No IC, no Singpass needed. Approval in 10 mins. O$P$. PM me for fast loan.",IllegalActivities_LoanShark,1,High,大耳窿非法借贷。使用“O$P$ (欠钱还钱)”黑话，宣传无需身份验证的非法高利贷。
"大耳窿借钱，利息只要一分，黑名单也可以批。只要有工作证明，半小时内直接 PayNow 打款。",IllegalActivities_LoanShark,1,High,纯华语。非法放贷。宣称无视征信黑名单提供贷款，实为高利贷（大耳窿）的典型诱导话术。
"Pinjaman wang berlesen segera. Blacklist CCRIS CTOS semua boleh lulus. PM sekarang untuk cash.",IllegalActivities_LoanShark,1,High,纯马来语。非法放贷引流。打着“合法（berlesen）”的幌子，声称黑名单也能批款，实为非法借贷。
"எந்த ஆவணங்களும் இல்லாமல் 10 நிமிடங்களில் கடன் கிடைக்கும். இந்த எண்ணுக்கு வாட்ஸ்அப் செய்யவும்.",IllegalActivities_LoanShark,1,High,纯泰米尔语。大意：“无需任何文件，10 分钟内获得贷款。请 WhatsApp 这个号码。”宣传无抵押非法高利贷。
"O$P$ Tampines Blk 2xx. Defaulter limpeh tell you better pay up before I lock your door and splash red paint.",IllegalActivities_LoanShark,1,High,非法催收恐吓。大耳窿在网络上公然威胁欠债人，扬言要锁门和泼红漆。
"找 runner 泼红漆，一单 300 块。做完拍视频立马结账，只限本地人，胆子大的来。",IllegalActivities_LoanShark,1,High,纯华语。雇佣非法催收人员。大耳窿在网络上公开招募跑腿（runner）进行泼漆恐吓等违法犯罪活动。
"Kerja kosong runner Ah Long. Simbah cat atau kunci pintu. Gaji hari, risiko sendiri tanggung.",IllegalActivities_LoanShark,1,High,纯马来语。招募非法催收。公然招募大耳窿跑腿（runner Ah Long），从事泼漆或锁门等暴力催收。
